time,url,dcl,load,fcp,lcp,cls,fid
1616278588117,http://localhost:3000/,3125.319999991916,6017.9799999750685,3145.8699999784585,3223.634,0.11391130073991401,0
1616278594527,http://localhost:3000/,3122.540000011213,5112.185000005411,3143.8400000042748,3217.35,0.11391130073991401,3.850000008242205
